filename,label,label_name,transcription,intelligibility,num_error_segs,mean_confidence
1_1556.npy,1,dysarthric,RAL,96.4,2,0.9639
0_462.npy,0,non_dysarthric,MERE,97.7,1,0.9771
1_892.npy,1,dysarthric,BEING ABLE TO,97.8,0,0.9783
1_601.npy,1,dysarthric,L,99.8,0,0.9978
1_557.npy,1,dysarthric,[unclear],97.2,0,0.9723
0_165.npy,0,non_dysarthric,SPIKE,98.2,0,0.9819
0_494.npy,0,non_dysarthric,YOU DESTROY CONFIDENCE,95.1,1,0.9512
1_1485.npy,1,dysarthric,IT LOOKED LIKE AN,98.8,0,0.9878
1_959.npy,1,dysarthric,FORWARD,98.3,0,0.9833
1_1269.npy,1,dysarthric,HALE,98.0,0,0.9801
1_552.npy,1,dysarthric,[unclear],97.5,1,0.9747
0_468.npy,0,non_dysarthric,BOTH FIGURES WITH,96.0,1,0.9597
0_74.npy,0,non_dysarthric,[unclear],98.2,0,0.9817
1_1148.npy,1,dysarthric,AMBEDEXTEROUS,97.1,1,0.9708
1_742.npy,1,dysarthric,YES,99.9,0,0.9986
1_1073.npy,1,dysarthric,LENDE,98.6,0,0.9859
1_715.npy,1,dysarthric,THERE IS A TREE,99.0,0,0.9902
0_33.npy,0,non_dysarthric,VEI,94.7,3,0.947
1_1761.npy,1,dysarthric,THE QUICK R,98.5,1,0.9848
1_1819.npy,1,dysarthric,FLOR,98.5,0,0.9848
0_95.npy,0,non_dysarthric,LINK,99.5,0,0.9947
1_977.npy,1,dysarthric,CAKE,98.4,0,0.9838
0_115.npy,0,non_dysarthric,NEW,99.4,0,0.9942
1_1118.npy,1,dysarthric,ELDERLY P,99.1,0,0.9907
1_1776.npy,1,dysarthric,DARK,99.3,0,0.9928
1_998.npy,1,dysarthric,READ,99.1,0,0.9909
1_1602.npy,1,dysarthric,THE OLD M,99.0,0,0.9904
1_1608.npy,1,dysarthric,UNFORTUNATELY,99.0,0,0.9901
1_2038.npy,1,dysarthric,LEK,98.1,0,0.9806
0_291.npy,0,non_dysarthric,COP,97.3,0,0.9729
1_999.npy,1,dysarthric,COURT,99.2,0,0.9922
1_1202.npy,1,dysarthric,TWO,98.8,0,0.9879
0_438.npy,0,non_dysarthric,PIP,97.9,0,0.9785
0_36.npy,0,non_dysarthric,LINK,98.6,0,0.9862
0_111.npy,0,non_dysarthric,WELL HE,95.3,2,0.9529
0_281.npy,0,non_dysarthric,THE TRAIN APPROACHED THE DEPOS,94.2,0,0.9422
1_735.npy,1,dysarthric,FEED,99.3,0,0.9933
1_1196.npy,1,dysarthric,T,99.4,0,0.9936
1_1104.npy,1,dysarthric,SIX,99.4,0,0.9938
1_650.npy,1,dysarthric,SWI,99.0,0,0.9897
0_298.npy,0,non_dysarthric,SHE FINNERED AN I AM,91.0,1,0.9103
1_990.npy,1,dysarthric,MUCH,99.2,0,0.992
1_1756.npy,1,dysarthric,TORY,99.1,0,0.991
1_1409.npy,1,dysarthric,WINE,99.0,0,0.9903
1_1721.npy,1,dysarthric,REED,98.6,0,0.9859
0_248.npy,0,non_dysarthric,CHAIR,98.6,0,0.9856
1_1676.npy,1,dysarthric,RAGE,99.1,0,0.9906
0_185.npy,0,non_dysarthric,BRAH,95.9,3,0.9594
1_1797.npy,1,dysarthric,YOU GROW,98.6,0,0.9859
1_1458.npy,1,dysarthric,COURT,99.0,0,0.9897
0_87.npy,0,non_dysarthric,GUERMORE,94.6,3,0.9463
0_482.npy,0,non_dysarthric,MOTHER SEWS YELLOW,97.5,0,0.9749
1_1979.npy,1,dysarthric,KITTEN,99.2,0,0.9916
1_1308.npy,1,dysarthric,AIR,99.1,0,0.9909
1_680.npy,1,dysarthric,SWEET,98.9,0,0.9892
1_1332.npy,1,dysarthric,LACKED,96.5,2,0.9655
1_1612.npy,1,dysarthric,A LARGE HOUSEHO,99.1,0,0.9908
1_652.npy,1,dysarthric,FIR,97.4,3,0.9741
0_521.npy,0,non_dysarthric,EIGHT,98.8,0,0.9883
1_1670.npy,1,dysarthric,LIP,99.4,0,0.9943
0_80.npy,0,non_dysarthric,GO,99.8,0,0.9979
0_480.npy,0,non_dysarthric,[unclear],100.0,0,0.9999
1_1915.npy,1,dysarthric,PLAY,99.4,0,0.9943
1_2070.npy,1,dysarthric,SHE WORE WARMPLEC,94.3,1,0.9428
0_199.npy,0,non_dysarthric,RANK,96.5,1,0.9645
0_404.npy,0,non_dysarthric,A WOMAN WATCHING THE DISHES,97.9,0,0.9788
1_807.npy,1,dysarthric,SEVEN,99.8,0,0.9976
1_579.npy,1,dysarthric,[unclear],98.2,0,0.9825
1_1869.npy,1,dysarthric,STEER,97.7,0,0.9772
1_1714.npy,1,dysarthric,PACK,99.4,0,0.9943
1_1371.npy,1,dysarthric,DID YOU EAT,97.5,1,0.9753
1_1809.npy,1,dysarthric,HORN,98.7,0,0.9871
1_1671.npy,1,dysarthric,TOR,98.3,0,0.9828
1_1163.npy,1,dysarthric,DOC,98.9,0,0.989
1_820.npy,1,dysarthric,[unclear],67.5,0,0.6748
1_1650.npy,1,dysarthric,GLOBE,99.6,0,0.9955
1_670.npy,1,dysarthric,SLEIGH,99.3,0,0.9928
1_1701.npy,1,dysarthric,[unclear],98.8,0,0.9881
1_1411.npy,1,dysarthric,SHORE,97.8,0,0.9776
0_388.npy,0,non_dysarthric,STORM,99.3,0,0.9933
1_1496.npy,1,dysarthric,GOOD SERVICE,98.9,0,0.9894
1_1774.npy,1,dysarthric,YEF,99.0,1,0.9897
1_1061.npy,1,dysarthric,GAS,99.1,0,0.9914
1_1638.npy,1,dysarthric,PAIN,99.1,0,0.9912
1_722.npy,1,dysarthric,SIX,98.8,0,0.9881
1_568.npy,1,dysarthric,TE,98.3,0,0.9828
1_749.npy,1,dysarthric,THE JOB,98.9,0,0.9889
1_1376.npy,1,dysarthric,THE LITTLE BOY AND GIR,98.6,0,0.9864
1_629.npy,1,dysarthric,[unclear],99.9,0,0.9987
0_449.npy,0,non_dysarthric,ONE,99.3,0,0.9933
1_849.npy,1,dysarthric,FLICKER,98.2,1,0.9825
1_2026.npy,1,dysarthric,THE FOUR THIRSDA,96.1,1,0.9613
0_101.npy,0,non_dysarthric,YET HE GUILTY,94.8,0,0.948
1_1646.npy,1,dysarthric,GROW,99.8,0,0.9976
1_1977.npy,1,dysarthric,HIING,96.5,2,0.9654
0_419.npy,0,non_dysarthric,NO,99.3,0,0.9927
1_2068.npy,1,dysarthric,HIM,99.1,0,0.9914
1_1490.npy,1,dysarthric,FOOL,98.9,0,0.9887
0_307.npy,0,non_dysarthric,DOCK,99.2,1,0.9921
1_1878.npy,1,dysarthric,JANE MAY EARN,97.7,0,0.9765
1_1088.npy,1,dysarthric,WISE,98.8,0,0.9877
1_1331.npy,1,dysarthric,DUG,99.2,0,0.9923
1_823.npy,1,dysarthric,CELL,98.8,0,0.9882
0_53.npy,0,non_dysarthric,MINK,98.5,0,0.9847
1_1963.npy,1,dysarthric,BACK,99.9,0,0.9992
1_1039.npy,1,dysarthric,THAT'S WHAT L,98.0,0,0.98
0_514.npy,0,non_dysarthric,PAT,99.4,0,0.9941
1_908.npy,1,dysarthric,HAND,98.0,0,0.9803
1_1345.npy,1,dysarthric,TILE,97.4,0,0.9741
1_1250.npy,1,dysarthric,BUNCH,98.2,0,0.9821
1_1907.npy,1,dysarthric,NOTHING IS AS A,97.5,0,0.975
0_153.npy,0,non_dysarthric,FORER,96.4,2,0.9643
1_1058.npy,1,dysarthric,SO,99.8,0,0.9976
0_223.npy,0,non_dysarthric,SWAR,97.8,0,0.9784
1_1648.npy,1,dysarthric,DISPLAYED U,96.9,2,0.9689
1_1329.npy,1,dysarthric,REAP,99.0,0,0.9899
1_733.npy,1,dysarthric,BARN,99.7,0,0.9969
1_917.npy,1,dysarthric,UNIFORM,98.9,0,0.9895
1_631.npy,1,dysarthric,[unclear],94.8,0,0.9482
1_1542.npy,1,dysarthric,SPAIN,99.4,0,0.9942
1_747.npy,1,dysarthric,IT WAS A GOOD W,98.3,0,0.9826
0_164.npy,0,non_dysarthric,WHEAT,98.8,0,0.9881
0_163.npy,0,non_dysarthric,FAIR,99.5,0,0.9954
1_1245.npy,1,dysarthric,RIP,99.0,0,0.99
0_209.npy,0,non_dysarthric,BICK,97.9,1,0.9794
1_1588.npy,1,dysarthric,BALL,98.1,0,0.9811
1_1578.npy,1,dysarthric,BASH,99.0,0,0.9902
0_320.npy,0,non_dysarthric,GLOA,97.5,1,0.9749
1_1684.npy,1,dysarthric,LID,99.7,0,0.9974
1_1141.npy,1,dysarthric,MEMBER,99.2,0,0.9921
0_477.npy,0,non_dysarthric,POT,99.4,0,0.9943
1_1954.npy,1,dysarthric,LOUP,99.1,0,0.9906
1_1146.npy,1,dysarthric,SO IF AN,98.9,0,0.9885
1_713.npy,1,dysarthric,THE BOOKS,98.1,0,0.9812
0_68.npy,0,non_dysarthric,GAGGER,96.6,0,0.9656
1_1823.npy,1,dysarthric,WARM,99.1,0,0.9907
1_1938.npy,1,dysarthric,MUCH,99.6,0,0.996
1_1580.npy,1,dysarthric,BAGPIPE SOME,96.9,1,0.9692
1_945.npy,1,dysarthric,AUR RO,96.2,1,0.9615
1_1275.npy,1,dysarthric,CASH,98.5,0,0.9853
1_1634.npy,1,dysarthric,SIR,99.3,0,0.9935
0_416.npy,0,non_dysarthric,RAIN,98.9,0,0.9891
1_845.npy,1,dysarthric,AND,99.9,0,0.9994
1_1765.npy,1,dysarthric,BELOW,98.5,0,0.985
1_635.npy,1,dysarthric,[unclear],99.3,0,0.9926
1_1833.npy,1,dysarthric,AREA,98.6,0,0.9863
1_1718.npy,1,dysarthric,RAT,96.9,2,0.9688
1_1392.npy,1,dysarthric,PAN,98.0,0,0.9801
1_618.npy,1,dysarthric,USUALLY,99.0,0,0.99
0_470.npy,0,non_dysarthric,SMUCH,96.7,1,0.9674
0_412.npy,0,non_dysarthric,[unclear],95.4,0,0.9538
0_210.npy,0,non_dysarthric,RACE,99.2,0,0.9922
0_184.npy,0,non_dysarthric,YOU WISH TO KNOW,94.9,0,0.9489
1_1767.npy,1,dysarthric,SHE HAD YOUR,97.6,0,0.9758
0_3.npy,0,non_dysarthric,YOU PALA YOU P,94.6,2,0.9457
1_927.npy,1,dysarthric,KNIFE,98.6,0,0.9858
1_1996.npy,1,dysarthric,NOTHING HA,98.9,0,0.989
1_983.npy,1,dysarthric,MEN KNEU,96.9,0,0.9691
1_1733.npy,1,dysarthric,GRANDFATHER,98.5,0,0.985
1_2055.npy,1,dysarthric,WHITTY,98.1,1,0.9807
1_751.npy,1,dysarthric,HELL,98.8,0,0.9883
1_1499.npy,1,dysarthric,SHE WAS REA,98.7,0,0.9871
0_303.npy,0,non_dysarthric,REAR,99.2,0,0.9924
0_179.npy,0,non_dysarthric,PARK,98.6,0,0.9857
0_516.npy,0,non_dysarthric,EIGHT,98.0,0,0.9803
1_1491.npy,1,dysarthric,ALL,99.6,0,0.9964
1_1879.npy,1,dysarthric,EXPLORE,97.5,1,0.9748
1_640.npy,1,dysarthric,TRAIT,98.6,0,0.9863
1_1922.npy,1,dysarthric,SHIRT,99.1,0,0.9908
1_1082.npy,1,dysarthric,THREAT,99.1,0,0.9908
0_275.npy,0,non_dysarthric,I SCRUPT E FLORTH,92.3,2,0.9229
1_768.npy,1,dysarthric,THIS IS A,98.1,0,0.9812
1_1995.npy,1,dysarthric,HE AROUSED TI,96.3,3,0.9629
0_423.npy,0,non_dysarthric,ALITTLE,97.5,0,0.9746
1_1529.npy,1,dysarthric,PICH,97.6,1,0.9756
1_1862.npy,1,dysarthric,FATE,99.3,0,0.993
1_1242.npy,1,dysarthric,THE LEGISLAT,98.8,0,0.9884
0_194.npy,0,non_dysarthric,DUDGET,97.6,0,0.9763
1_1286.npy,1,dysarthric,WHAT,98.0,1,0.9797
1_1431.npy,1,dysarthric,BOTH KARAS,97.1,0,0.9714
1_1586.npy,1,dysarthric,[unclear],83.7,0,0.8367
1_884.npy,1,dysarthric,THINK,99.0,0,0.9898
1_1143.npy,1,dysarthric,SHE'S A DEATH,96.4,0,0.9644
1_2012.npy,1,dysarthric,PABA,99.5,0,0.9947
1_1418.npy,1,dysarthric,ACHE,98.2,0,0.9816
1_818.npy,1,dysarthric,BRAC,96.6,2,0.9657
0_486.npy,0,non_dysarthric,DEAR,99.7,0,0.9971
1_865.npy,1,dysarthric,THE PAIR OF,96.8,0,0.9682
0_188.npy,0,non_dysarthric,TRAIN,99.3,0,0.9928
1_802.npy,1,dysarthric,THIGH,98.1,0,0.9807
1_1892.npy,1,dysarthric,NO,98.2,0,0.9815
1_1456.npy,1,dysarthric,PAD,99.2,0,0.9924
1_1747.npy,1,dysarthric,WELL,99.0,0,0.9898
1_2103.npy,1,dysarthric,KILO,98.5,0,0.9854
1_1511.npy,1,dysarthric,ONLY TWO,99.0,0,0.9895
1_561.npy,1,dysarthric,[unclear],98.6,1,0.9859
0_94.npy,0,non_dysarthric,CLAY,97.5,1,0.9754
0_532.npy,0,non_dysarthric,DE HEE CHILD HE DOESN'T,93.4,1,0.9335
1_1440.npy,1,dysarthric,WHY,99.4,0,0.9942
1_2048.npy,1,dysarthric,REEK,98.1,1,0.9807
0_52.npy,0,non_dysarthric,FORM,99.6,0,0.9963
1_1947.npy,1,dysarthric,THREE,99.0,0,0.9905
0_260.npy,0,non_dysarthric,AH,98.7,0,0.9866
1_782.npy,1,dysarthric,LIMA,99.4,0,0.9936
1_1686.npy,1,dysarthric,BRAIN,99.4,0,0.9944
1_2020.npy,1,dysarthric,A ROLL OF W,98.3,0,0.9827
1_939.npy,1,dysarthric,VICTOR,98.7,0,0.9871
0_533.npy,0,non_dysarthric,[unclear],99.2,0,0.9923
0_523.npy,0,non_dysarthric,WORK,99.3,0,0.9931
0_304.npy,0,non_dysarthric,FOK,97.4,1,0.9739
1_685.npy,1,dysarthric,EIGHT,98.2,0,0.9822
1_1064.npy,1,dysarthric,ESE,97.2,1,0.972
1_1270.npy,1,dysarthric,MISTAKE,97.0,0,0.9704
0_146.npy,0,non_dysarthric,ALPHA,98.2,0,0.9816
1_1470.npy,1,dysarthric,POOR,97.7,0,0.9765
1_1875.npy,1,dysarthric,SLAIGH,97.5,0,0.9753
1_1056.npy,1,dysarthric,TRUSPASSE,97.9,1,0.9789
1_806.npy,1,dysarthric,JULIETE,98.5,1,0.9853
0_342.npy,0,non_dysarthric,SHAPES,97.5,0,0.9754
0_6.npy,0,non_dysarthric,CAR,97.1,1,0.9713
0_301.npy,0,non_dysarthric,ALL THE BIG BASEPOB,97.9,0,0.979
1_1853.npy,1,dysarthric,TWO,98.4,0,0.9839
0_513.npy,0,non_dysarthric,THREE,99.5,0,0.9946
0_422.npy,0,non_dysarthric,PADA,97.1,1,0.9714
1_1940.npy,1,dysarthric,THEIR HOUSES GREY AND,97.4,0,0.9741
0_54.npy,0,non_dysarthric,GOVAS ME O CARR,92.8,2,0.9283
0_270.npy,0,non_dysarthric,BACK,99.3,0,0.9931
1_700.npy,1,dysarthric,EPAH IP,97.4,1,0.9742
1_1518.npy,1,dysarthric,RAN,99.1,0,0.9913
1_976.npy,1,dysarthric,WE SELECTED,98.8,0,0.988
1_1830.npy,1,dysarthric,I TRIE TO TELL P,95.7,1,0.9569
1_1220.npy,1,dysarthric,SHEET,99.2,0,0.9917
1_683.npy,1,dysarthric,N,99.7,0,0.9974
1_1017.npy,1,dysarthric,CRITICAL EQUI,98.3,0,0.9833
1_664.npy,1,dysarthric,MOTHERS,98.9,0,0.9893
1_1890.npy,1,dysarthric,KAIE,97.1,1,0.9714
1_1544.npy,1,dysarthric,CORB,98.4,1,0.9842
0_171.npy,0,non_dysarthric,[unclear],97.7,0,0.9771
1_585.npy,1,dysarthric,GO,98.8,0,0.988
1_1729.npy,1,dysarthric,STIXS,96.9,0,0.9688
1_1452.npy,1,dysarthric,RO,96.5,1,0.965
1_1207.npy,1,dysarthric,EIGHT,98.5,0,0.9854
1_1277.npy,1,dysarthric,BUNCH,99.6,0,0.9965
1_1615.npy,1,dysarthric,IMPRESS,98.7,0,0.9871
1_2015.npy,1,dysarthric,STARK,99.2,0,0.9923
1_1832.npy,1,dysarthric,SHEER,96.2,0,0.9623
1_910.npy,1,dysarthric,ROC,99.2,0,0.992
1_809.npy,1,dysarthric,MUCH,99.3,0,0.993
0_222.npy,0,non_dysarthric,CIP,97.8,0,0.9779
1_2006.npy,1,dysarthric,NEDDING,96.1,2,0.9608
1_1240.npy,1,dysarthric,RISE,98.6,0,0.9855
0_332.npy,0,non_dysarthric,AIR,98.6,0,0.9857
1_2043.npy,1,dysarthric,HE FURTHER,98.5,0,0.9852
0_530.npy,0,non_dysarthric,WERE,99.0,0,0.9898
1_549.npy,1,dysarthric,WOO,99.5,0,0.9951
0_317.npy,0,non_dysarthric,EXPLORE,98.3,0,0.9833
1_1223.npy,1,dysarthric,LOCK,97.5,1,0.975
0_93.npy,0,non_dysarthric,[unclear],94.6,0,0.9463
1_2002.npy,1,dysarthric,DAY AFTER DAY,98.5,0,0.9854
1_1864.npy,1,dysarthric,TILE,98.4,1,0.9844
1_1391.npy,1,dysarthric,HAD,99.2,0,0.9917
1_1278.npy,1,dysarthric,THE MAN,99.3,0,0.9934
1_1924.npy,1,dysarthric,EIGHT,99.2,0,0.9917
1_566.npy,1,dysarthric,[unclear],93.5,0,0.9355
1_810.npy,1,dysarthric,BLOW,98.9,0,0.989
1_993.npy,1,dysarthric,CORK,99.6,0,0.9956
1_871.npy,1,dysarthric,SAID,99.6,0,0.9958
1_1265.npy,1,dysarthric,ACES,96.5,1,0.9649
1_1949.npy,1,dysarthric,POT,98.7,0,0.987
1_1991.npy,1,dysarthric,TAKE,99.3,0,0.9927
1_1868.npy,1,dysarthric,YOU'D BE,97.5,0,0.9748
1_860.npy,1,dysarthric,HE REALLY CRUW,96.8,0,0.9684
1_1030.npy,1,dysarthric,STRETCH,98.5,1,0.9852
1_1641.npy,1,dysarthric,IT'S HARD TO,98.6,0,0.9861
0_189.npy,0,non_dysarthric,HON,99.0,0,0.9896
0_466.npy,0,non_dysarthric,YOU'D BE B,97.9,0,0.979
1_794.npy,1,dysarthric,TIBEC,97.7,1,0.9771
0_487.npy,0,non_dysarthric,DROOP,96.4,2,0.9645
1_1594.npy,1,dysarthric,RATTLE,98.5,0,0.9848
1_968.npy,1,dysarthric,SELECT,98.6,0,0.9861
1_1004.npy,1,dysarthric,SNOR,97.8,1,0.9777
1_1085.npy,1,dysarthric,LIP,99.4,0,0.9935
1_1124.npy,1,dysarthric,NINE,99.2,0,0.9918
1_1272.npy,1,dysarthric,AD,98.9,0,0.9895
1_958.npy,1,dysarthric,DREAD,99.7,0,0.9971
1_1632.npy,1,dysarthric,MUSQUE,97.2,0,0.9723
1_850.npy,1,dysarthric,BREAD,98.3,0,0.983
0_434.npy,0,non_dysarthric,SHARE,98.8,0,0.9876
1_1316.npy,1,dysarthric,HE'LL SELEM BY,93.8,1,0.9383
0_518.npy,0,non_dysarthric,LATE,99.4,0,0.9938
0_344.npy,0,non_dysarthric,LEFT,98.9,0,0.9894
1_1573.npy,1,dysarthric,CALL,99.8,0,0.9975
1_2046.npy,1,dysarthric,TOP,98.7,0,0.9874
1_1126.npy,1,dysarthric,PETE,98.6,0,0.9861
1_979.npy,1,dysarthric,ONLY THE,97.9,0,0.9786
0_144.npy,0,non_dysarthric,LO,98.2,0,0.9818
1_792.npy,1,dysarthric,LEEK,99.0,1,0.9904
0_467.npy,0,non_dysarthric,SWAY,98.7,0,0.987
1_556.npy,1,dysarthric,HE,98.7,0,0.9874
0_413.npy,0,non_dysarthric,FOR EIGHT,97.4,0,0.9745
0_61.npy,0,non_dysarthric,SLOP,97.4,1,0.9744
0_519.npy,0,non_dysarthric,TWO,99.0,0,0.9896
1_1385.npy,1,dysarthric,TABLE CONFREMI,97.2,1,0.9719
1_1233.npy,1,dysarthric,WEEKS,99.0,0,0.9905
0_463.npy,0,non_dysarthric,SLEEP,98.5,0,0.9849
1_831.npy,1,dysarthric,HARP,99.6,0,0.996
1_1309.npy,1,dysarthric,PIT,99.1,0,0.9906
0_426.npy,0,non_dysarthric,EXCEPT,98.4,0,0.9835
1_946.npy,1,dysarthric,DEAD,99.2,0,0.9915
0_215.npy,0,non_dysarthric,DOUBLE,99.3,0,0.9929
0_9.npy,0,non_dysarthric,OH,98.6,0,0.986
0_492.npy,0,non_dysarthric,TY,98.2,1,0.9822
0_378.npy,0,non_dysarthric,AY,97.9,1,0.9791
1_756.npy,1,dysarthric,PIT,98.9,0,0.9888
1_1339.npy,1,dysarthric,IL,98.5,0,0.9846
0_283.npy,0,non_dysarthric,THIS WAS EASY FOR US,98.1,0,0.9808
0_272.npy,0,non_dysarthric,JAME MAY EARN MORE MONEY,96.4,0,0.9641
0_288.npy,0,non_dysarthric,I FEEL I CAN PLAY THIS WEEK,96.0,1,0.9596
0_396.npy,0,non_dysarthric,HE SLOTED HE SLOWLY,94.4,1,0.9438
0_8.npy,0,non_dysarthric,PUT,98.0,2,0.9804
1_1611.npy,1,dysarthric,BET,98.7,0,0.9866
1_1372.npy,1,dysarthric,TOR,97.4,1,0.9735
1_1407.npy,1,dysarthric,OR,98.3,0,0.9834
1_841.npy,1,dysarthric,THE WAIT FOR WORK,97.7,0,0.9769
1_1806.npy,1,dysarthric,JACKET,99.8,0,0.9978
0_489.npy,0,non_dysarthric,BAD,99.8,0,0.9985
0_306.npy,0,non_dysarthric,YOU'RE USE TO BEING ON THE,94.6,1,0.9456
0_410.npy,0,non_dysarthric,PLOR,96.2,1,0.962
1_797.npy,1,dysarthric,NOVEMBER,98.8,0,0.9882
1_1189.npy,1,dysarthric,ROW,97.8,1,0.978
1_1850.npy,1,dysarthric,FORWAR,99.0,0,0.9896
1_1170.npy,1,dysarthric,FEET,99.5,0,0.9949
1_1856.npy,1,dysarthric,ALL THE BIG,95.9,0,0.9591
0_11.npy,0,non_dysarthric,WAIT,98.0,1,0.98
1_573.npy,1,dysarthric,WEED,98.3,0,0.9827
0_29.npy,0,non_dysarthric,THE QUICK BONE FOR,94.0,2,0.9396
1_1213.npy,1,dysarthric,I HAD NO DES,98.7,0,0.9868
1_970.npy,1,dysarthric,CATCH,99.2,0,0.9918
1_895.npy,1,dysarthric,YES,99.5,0,0.9946
1_1980.npy,1,dysarthric,THORN,99.3,0,0.9926
1_1503.npy,1,dysarthric,SAMP,98.1,1,0.9809
0_246.npy,0,non_dysarthric,YET HE STILL THINKS AS,95.7,1,0.9572
1_1845.npy,1,dysarthric,PAD,99.7,0,0.9971
1_718.npy,1,dysarthric,I EXP,99.1,0,0.9906
1_1293.npy,1,dysarthric,MILE,99.4,0,0.9941
1_539.npy,1,dysarthric,DUG,98.1,0,0.9811
1_1598.npy,1,dysarthric,SHAWL,96.3,0,0.9628
0_285.npy,0,non_dysarthric,SHIRT,98.2,0,0.9822
1_2079.npy,1,dysarthric,SEED,98.0,0,0.9795
0_220.npy,0,non_dysarthric,REEK,98.6,0,0.986
0_376.npy,0,non_dysarthric,TWO,98.9,1,0.9891
1_1468.npy,1,dysarthric,DOC,98.5,0,0.9852
1_1839.npy,1,dysarthric,EIGHT,99.4,0,0.9944
0_69.npy,0,non_dysarthric,SAYIT,96.8,1,0.9682
1_1192.npy,1,dysarthric,ACE,98.2,0,0.9817
1_642.npy,1,dysarthric,FLOR,99.4,0,0.9935
1_2061.npy,1,dysarthric,GOTH,98.2,0,0.9819
0_105.npy,0,non_dysarthric,GEGNUE,93.4,5,0.9336
1_1185.npy,1,dysarthric,FIRO,96.9,1,0.9693
1_588.npy,1,dysarthric,YOU WIH,97.7,2,0.9768
1_1960.npy,1,dysarthric,SYCHO,97.6,0,0.9755
1_1237.npy,1,dysarthric,RAKE,98.6,0,0.9858
1_1983.npy,1,dysarthric,SPAIN,99.0,0,0.9904
1_1785.npy,1,dysarthric,FAIR,99.2,0,0.992
1_565.npy,1,dysarthric,[unclear],83.8,0,0.8385
0_126.npy,0,non_dysarthric,SLOW,97.8,1,0.9779
1_1661.npy,1,dysarthric,PRESERVE,98.6,0,0.9859
1_2078.npy,1,dysarthric,LOAT,98.5,0,0.9849
1_1343.npy,1,dysarthric,CAN,99.5,0,0.9945
1_1360.npy,1,dysarthric,HANDLE IT ANY W,98.3,0,0.9827
1_1024.npy,1,dysarthric,GIL,97.6,1,0.9757
1_947.npy,1,dysarthric,LACK,97.2,1,0.9725
1_1375.npy,1,dysarthric,WE GOT DRENCHED,98.1,0,0.9812
1_636.npy,1,dysarthric,SHE,99.8,0,0.9975
0_177.npy,0,non_dysarthric,BEDGE,96.7,2,0.967
1_932.npy,1,dysarthric,BEG THAT G,98.7,0,0.9873
1_1132.npy,1,dysarthric,SHE,97.3,0,0.9729
0_195.npy,0,non_dysarthric,ONE,99.6,0,0.9962
1_1158.npy,1,dysarthric,SIX,99.1,0,0.991
1_1121.npy,1,dysarthric,KNIFE,99.1,0,0.9911
1_2039.npy,1,dysarthric,LE JOB HER,95.7,0,0.9571
1_1015.npy,1,dysarthric,[unclear],99.3,0,0.9934
1_1769.npy,1,dysarthric,THWARM,98.7,0,0.9871
1_1771.npy,1,dysarthric,TRAIT,98.8,0,0.9879
0_88.npy,0,non_dysarthric,DANGER,94.9,2,0.949
1_1466.npy,1,dysarthric,WIVES,98.2,0,0.9821
1_1758.npy,1,dysarthric,BUT HE ALWAYS,98.8,0,0.9882
1_1182.npy,1,dysarthric,HER POSITION,98.7,0,0.9873
0_287.npy,0,non_dysarthric,WHICH,98.8,0,0.9875
1_1562.npy,1,dysarthric,SADDLE,99.6,0,0.9965
1_564.npy,1,dysarthric,[unclear],67.1,0,0.6711
1_2034.npy,1,dysarthric,SPLIT,98.4,0,0.9837
1_1808.npy,1,dysarthric,LEAD,99.3,0,0.9933
1_719.npy,1,dysarthric,TOL,97.3,2,0.9733
1_1144.npy,1,dysarthric,ZERO,99.1,0,0.9913
1_1784.npy,1,dysarthric,BATER,98.3,0,0.9832
1_1948.npy,1,dysarthric,POT POT,98.6,0,0.9857
1_1566.npy,1,dysarthric,SABLE,99.1,0,0.9914
1_1112.npy,1,dysarthric,HASH,98.5,0,0.9852
1_1147.npy,1,dysarthric,BEEF,98.3,2,0.9827
0_143.npy,0,non_dysarthric,WELL HE'S NEARLY NINETY,94.0,1,0.9403
1_822.npy,1,dysarthric,ZERO,99.2,0,0.9917
1_1889.npy,1,dysarthric,TIH,96.8,2,0.968
0_401.npy,0,non_dysarthric,READ,98.7,0,0.9873
1_1775.npy,1,dysarthric,[unclear],93.9,0,0.9394
1_1984.npy,1,dysarthric,STUDENTS WATCH,98.6,1,0.9859
1_688.npy,1,dysarthric,URGE,99.1,0,0.9914
0_182.npy,0,non_dysarthric,GE RAY,97.1,0,0.9713
1_686.npy,1,dysarthric,SI,98.2,0,0.9817
0_21.npy,0,non_dysarthric,YOU WITH PEONLE,91.7,2,0.9173
1_948.npy,1,dysarthric,WISKEY,97.3,0,0.9728
1_1211.npy,1,dysarthric,BEF,97.6,0,0.9763
0_147.npy,0,non_dysarthric,SWAN,99.4,0,0.9941
1_1536.npy,1,dysarthric,FUNNEL,98.6,0,0.9862
1_1167.npy,1,dysarthric,THE SUN DI,98.7,0,0.9875
1_1753.npy,1,dysarthric,WON,97.5,1,0.9747
1_1161.npy,1,dysarthric,WE HAVE A BIG,98.4,0,0.9843
1_834.npy,1,dysarthric,TICKER,98.4,0,0.9837
1_1435.npy,1,dysarthric,THE STAFF DIS,96.5,1,0.9646
0_99.npy,0,non_dysarthric,MUG,99.3,0,0.9929
0_251.npy,0,non_dysarthric,MOT,97.1,1,0.9709
1_1402.npy,1,dysarthric,COLD,94.9,1,0.9494
0_524.npy,0,non_dysarthric,NO,99.1,0,0.991
